	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
66.tree	tree	bd		0.733263	0.692502	0.775194	0.254012	0.220409	0.290242	0			0.254012			0.437747	0.437747	0.437747
67.tree	tree	bd		0.659944	0.621334	0.699972	0.133151	0.108373	0.161758	0			0.133151			0.405635	0.405635	0.405635
67.tree	tree	bdct		0.65883	0.609364	0.710295	0.113965	0.0857235	0.148293	0.0577471	0.0279718	0.0973144	42.5943	19.5169	101.821	0.405635	0.405635	0.405635
67.tree	tree	real	644	0.6465396787623291			0.10770839585541368			0.0424435398336158			42.806431852185405			0.4056350392625754		
68.tree	tree	bd		0.642228	0.610918	0.674632	0.143724	0.115848	0.176144	0			0.143724			0.198082	0.198082	0.198082
68.tree	tree	bdct		0.636605	0.595639	0.679493	0.10314	0.0752108	0.137468	0.0973335	0.0585526	0.145817	28.9591	16.708	49.2403	0.198082	0.198082	0.198082
68.tree	tree	real	621	0.6152675815099646			0.08704211195956102			0.1035312144045827			22.477656778538616			0.198082413167892		
69.tree	tree	bd		0.843233	0.786481	0.903264	0.697048	0.634512	0.762806	0			0.697048			0.0509863	0.0509863	0.0509863
69.tree	tree	real	629	0.32124370192738183			0.08082177442355543			0.7419834518928071			22.248904602272653			0.0509863426632791		
69.tree	tree	bdct		0.408806	0.375353	0.445984	0.182269	0.142616	0.227083	0.702312	0.615895	0.783711	21.9992	18.1296	26.4646	0.0509863	0.0509863	0.0509863
70.tree	tree	bdct		0.295097	0.270972	0.320839	0.0720511	0.0548434	0.0920768	0.232378	0.169745	0.302094	12.5713	8.66838	17.9216	0.408509	0.408509	0.408509
70.tree	tree	bd		0.308296	0.28909	0.328317	0.111799	0.0944864	0.13087	0			0.111799			0.408509	0.408509	0.408509
70.tree	tree	real	632	0.28676110959344314			0.054726631958437376			0.2228113529547801			10.295026839499618			0.4085088922055481		
71.tree	tree	bd		0.492617	0.460931	0.52598	0.253903	0.224266	0.285367	0			0.253903			0.524266	0.524266	0.524266
71.tree	tree	real	775	0.4137219131695245			0.05724527777271603			0.5161021923740406			24.603969360103388			0.5242659827875857		
71.tree	tree	bdct		0.414119	0.377003	0.453204	0.129357	0.103284	0.15987	0.575652	0.495826	0.655217	22.5846	18.324	27.6135	0.524266	0.524266	0.524266
72.tree	tree	bdct		0.378426	0.3541	0.405119	0.139503	0.108664	0.174784	0.488235	0.415763	0.562201	39.9354	32.5001	48.6547	0.0565861	0.0565861	0.0565861
72.tree	tree	bd		0.594576	0.558637	0.632701	0.428328	0.386596	0.472178	0			0.428328			0.0565861	0.0565861	0.0565861
72.tree	tree	real	724	0.35607802320483345			0.09996214163995541			0.4351178246513801			41.9828241890962			0.0565860532610415		
73.tree	tree	bd		0.774884	0.731806	0.819672	0.166044	0.138322	0.19751	0			0.166044			0.465993	0.465993	0.465993
73.tree	tree	bdct		0.772649	0.713118	0.83459	0.0913238	0.0673315	0.120885	0.240795	0.182478	0.305298	17.0843	12.0028	23.7198	0.465993	0.465993	0.465993
73.tree	tree	real	771	0.7462908481175122			0.07632079666698915			0.1769900026844786			12.801996731494553			0.4659930958875933		
74.tree	tree	bdct		1.46836	1.3573	1.59025	0.724497	0.592374	0.871256	0.580062	0.50189	0.65798	100.5	82.4802	121.646	0.0654518	0.0654518	0.0654518
74.tree	tree	bd		2.61212	2.4553	2.77668	2.12386	1.94868	2.30657	0			2.12386			0.0654518	0.0654518	0.0654518
74.tree	tree	real	770	1.192931676213525			0.2756015131553536			0.587508707153161			94.89523097179139			0.0654518146914827		
75.tree	tree	real	531	0.42896186279312787			0.27997333342126823			0.7350459643728297			118.14654401852752			0.4301410138004491		
75.tree	tree	bdct		0.467929	0.414123	0.526076	0.348159	0.297984	0.403453	0.635514	0.538077	0.729483	104.286	81.273	131.951	0.430141	0.430141	0.430141
75.tree	tree	bd		0.577212	0.527131	0.630587	0.549858	0.500011	0.603235	0			0.549858			0.430141	0.430141	0.430141
76.tree	tree	bd		1.82888	1.7307	1.93073	1.1475	1.04002	1.2599	0			1.1475			0.19225	0.19225	0.19225
76.tree	tree	real	878	1.1883588836934635			0.16414882927000274			0.5039535342432658			37.36055043557853			0.1922501913681382		
76.tree	tree	bdct		1.32184	1.22768	1.41994	0.432719	0.347556	0.528998	0.576594	0.50283	0.650194	44.2158	36.7122	52.989	0.19225	0.19225	0.19225
77.tree	tree	bdct		0.271185	0.249022	0.294067	0.0664037	0.0505638	0.0854759	0.110326	0.0672302	0.164193	22.3459	12.971	37.1979	0.378993	0.378993	0.378993
77.tree	tree	bd		0.27773	0.259894	0.295845	0.0843554	0.0693775	0.100566	0			0.0843554			0.378993	0.378993	0.378993
77.tree	tree	real	560	0.26420212170247687			0.0745939045667938			0.0797192082169857			28.077600065315057			0.3789932888519881		
78.tree	tree	real	883	1.157686337899322			0.1354995594850839			0.6600321636818433			43.57399282748728			0.5430437291420749		
78.tree	tree	bdct		1.2682	1.16054	1.38059	0.354381	0.28191	0.437321	0.66012	0.579539	0.738452	46.4161	38.7664	55.2927	0.543044	0.543044	0.543044
78.tree	tree	bd		1.51707	1.42601	1.61134	0.743164	0.658366	0.833695	0			0.743164			0.543044	0.543044	0.543044
79.tree	tree	bd		0.386766	0.359642	0.415365	0.266186	0.236145	0.297649	0			0.266186			0.162905	0.162905	0.162905
79.tree	tree	real	541	0.28406962322199386			0.12088859482695716			0.3968896481331644			14.425602864199492			0.1629051903240591		
79.tree	tree	bdct		0.298523	0.272374	0.327125	0.143631	0.114102	0.177005	0.401535	0.320757	0.486863	16.0738	12.139	20.8951	0.162905	0.162905	0.162905
80.tree	tree	real	899	1.10484942066311			0.12071492670777124			0.7417587692997659			12.547713785676617			0.7367176512950252		
80.tree	tree	bdct		1.13311	1.02974	1.24266	0.45721	0.377908	0.545861	0.661169	0.568192	0.749847	14.5096	11.8167	17.8408	0.736718	0.736718	0.736718
80.tree	tree	bd		1.27491	1.18845	1.36539	0.808605	0.72816	0.894366	0			0.808605			0.736718	0.736718	0.736718
81.tree	tree	real	530	0.5544400537826031			0.057833193786900994			0.1247670347704059			6.255416247782847			0.419851900513628		
81.tree	tree	bdct		0.569816	0.520378	0.622238	0.0672125	0.0465211	0.0939136	0.123929	0.0697105	0.192372	9.4668	4.92051	18.1168	0.419852	0.419852	0.419852
81.tree	tree	bd		0.567261	0.530211	0.605386	0.0949264	0.07438	0.118766	0			0.0949264			0.419852	0.419852	0.419852
82.tree	tree	bdct		0.431573	0.394571	0.469704	0.0723163	0.0550444	0.0932956	0.205291	0.140336	0.279019	5.45757	3.60119	8.47688	0.733104	0.733104	0.733104
82.tree	tree	real	794	0.42940855942543993			0.06261716430850649			0.2100642701183348			3.8691169788313475			0.7331036158714699		
82.tree	tree	bd		0.434361	0.406429	0.462958	0.105872	0.0886664	0.124943	0			0.105872			0.733104	0.733104	0.733104
83.tree	tree	bdct		0.222876	0.206409	0.240038	0.0941489	0.0788666	0.111313	0.605446	0.53686	0.67326	17.7941	14.9276	21.0936	0.228281	0.228281	0.228281
83.tree	tree	real	1000	0.2048936628947067			0.050394865064134785			0.5916264291754812			15.723153935054198			0.2282808217027876		
83.tree	tree	bd		0.313511	0.29642	0.330671	0.218772	0.200908	0.237841	0			0.218772			0.228281	0.228281	0.228281
84.tree	tree	real	979	0.3970176408197474			0.07896136956517295			0.0333851866685375			30.91840277827894			0.6418456786455302		
84.tree	tree	bd		0.394105	0.371839	0.416984	0.0869337	0.0741779	0.101238	0			0.0869337			0.641846	0.641846	0.641846
84.tree	tree	bdct		0.394292	0.366639	0.422891	0.079737	0.0643587	0.0969018	0.0391095	0.0183331	0.0700757	43.6426	14.3635	105.797	0.641846	0.641846	0.641846
85.tree	tree	bdct		0.791338	0.731136	0.85423	0.269853	0.218393	0.327058	0.267256	0.20775	0.332373	46.3118	33.9978	62.1782	0.379968	0.379968	0.379968
85.tree	tree	bd		0.866179	0.815485	0.918586	0.413171	0.363259	0.466554	0			0.413171			0.379968	0.379968	0.379968
85.tree	tree	real	767	0.7855189163455176			0.21463581635140222			0.2421479625073573			49.417023102769775			0.3799675441364753		
86.tree	tree	real	721	0.6327285444529046			0.09556113816351813			0.5868957532574374			47.14181195586826			0.3358717291919067		
86.tree	tree	bdct		0.672508	0.613489	0.734455	0.253238	0.202002	0.310444	0.645506	0.562296	0.726513	53.1373	43.5789	64.3744	0.335872	0.335872	0.335872
86.tree	tree	bd		0.891163	0.833789	0.951191	0.570769	0.511232	0.633675	0			0.570769			0.335872	0.335872	0.335872
87.tree	tree	bdct		0.625645	0.585384	0.66758	0.144882	0.115094	0.179209	0.433695	0.371013	0.497847	36.6593	30.037	44.4576	0.252567	0.252567	0.252567
87.tree	tree	bd		0.739469	0.704132	0.776634	0.339212	0.300899	0.380206	0			0.339212			0.252567	0.252567	0.252567
87.tree	tree	real	940	0.6156979616590863			0.09177610723275907			0.3633025658323492			33.40395040028784			0.2525673504514669		
88.tree	tree	real	961	0.16466982407281466			0.05025162877447328			0.7006473336150947			6.989874776826082			0.4053847593465666		
88.tree	tree	bd		0.237894	0.223088	0.253149	0.178625	0.16336	0.194835	0			0.178625			0.405385	0.405385	0.405385
88.tree	tree	bdct		0.183044	0.168111	0.199253	0.0879761	0.0737066	0.103234	0.696029	0.620581	0.767272	7.44789	6.26522	8.81971	0.405385	0.405385	0.405385
89.tree	tree	real	662	0.7816328816004471			0.1518797079662332			0.2895584673463913			25.812093783468207			0.648900524391817		
89.tree	tree	bdct		0.819512	0.742776	0.899555	0.215832	0.16632	0.273994	0.30692	0.235586	0.384757	32.3285	23.3794	44.6323	0.648901	0.648901	0.648901
89.tree	tree	bd		0.875169	0.813704	0.93901	0.340456	0.291394	0.393843	0			0.340456			0.648901	0.648901	0.648901
90.tree	tree	bd		0.203106	0.187316	0.219315	0.141332	0.125435	0.158495	0			0.141332			0.437991	0.437991	0.437991
90.tree	tree	real	590	0.16509457472643652			0.05696712461112805			0.5157779388945019			13.066542763424472			0.4379905753425844		
90.tree	tree	bdct		0.166233	0.149451	0.18435	0.0782073	0.0625246	0.0953721	0.547094	0.458939	0.635552	12.4094	9.78595	15.5227	0.437991	0.437991	0.437991
91.tree	tree	bd		1.16321	1.10475	1.22417	0.573564	0.510381	0.641236	0			0.573564			0.238239	0.238239	0.238239
91.tree	tree	bdct		0.949911	0.884117	1.01756	0.233577	0.181792	0.293644	0.497472	0.422657	0.573048	15.9691	13.0774	19.413	0.238239	0.238239	0.238239
91.tree	tree	real	870	0.9004231075396728			0.10134052199835829			0.4830523112222533			13.849320600834794			0.238239424645619		
92.tree	tree	bdct		0.561109	0.509693	0.615438	0.193683	0.156049	0.235636	0.701695	0.615353	0.783845	16.7993	13.8619	20.314	0.576049	0.576049	0.576049
92.tree	tree	real	813	0.5401545135339016			0.05709324610142678			0.733839212065435			15.162980834603204			0.5760490323785673		
92.tree	tree	bd		0.66943	0.625042	0.715176	0.397879	0.355245	0.443637	0			0.397879			0.576049	0.576049	0.576049
93.tree	tree	bdct		0.675336	0.623971	0.728706	0.177892	0.143343	0.216985	0.591895	0.520221	0.662835	27.6809	23.2377	32.7741	0.430109	0.430109	0.430109
93.tree	tree	bd		0.817551	0.773693	0.862337	0.391575	0.350382	0.435427	0			0.391575			0.430109	0.430109	0.430109
93.tree	tree	real	994	0.612687552367726			0.06486701275485504			0.5613097685426345			25.904849612976175			0.4301089941932318		
94.tree	tree	bd		0.612431	0.573023	0.653414	0.226115	0.192699	0.262346	0			0.226115			0.466723	0.466723	0.466723
94.tree	tree	real	645	0.5654953155807383			0.06454087623943675			0.3302296012592991			23.231294280037222			0.4667233163685045		
94.tree	tree	bdct		0.558276	0.509297	0.609746	0.118202	0.0889017	0.153484	0.391302	0.314876	0.472145	26.015	19.6385	34.5455	0.466723	0.466723	0.466723
95.tree	tree	bd		0.345004	0.318128	0.373604	0.293783	0.266907	0.322385	0			0.293783			0.422268	0.422268	0.422268
95.tree	tree	real	624	0.26317134471098635			0.11335972540091548			0.652961436725651			13.256843778987262			0.4222680896838417		
95.tree	tree	bdct		0.274849	0.245966	0.306312	0.169159	0.142227	0.198718	0.61667	0.525133	0.705015	13.3363	10.6324	16.6563	0.422268	0.422268	0.422268
96.tree	tree	bdct		0.494889	0.454375	0.537783	0.22039	0.18611	0.258529	0.623202	0.551997	0.693116	37.5069	31.2322	44.7781	0.514621	0.514621	0.514621
96.tree	tree	bd		0.601597	0.564646	0.639721	0.415589	0.379151	0.45372	0			0.415589			0.514621	0.514621	0.514621
96.tree	tree	real	977	0.47227042786930806			0.12533851833351034			0.6473906595195426			35.65304977573			0.5146211524493951		
97.tree	tree	real	708	0.20065384362694683			0.07420640224869486			0.4215844499780033			18.043625145827495			0.2516773517617959		
97.tree	tree	bd		0.255506	0.239599	0.272668	0.170981	0.153054	0.190052	0			0.170981			0.251677	0.251677	0.251677
97.tree	tree	bdct		0.203855	0.187214	0.221971	0.0901043	0.0727012	0.109176	0.444471	0.370682	0.520965	16.1146	12.8769	19.9636	0.251677	0.251677	0.251677
98.tree	tree	real	599	0.7978958204466577			0.09743367971320278			0.0330749104496341			4.903424581276366			0.6804212947816297		
98.tree	tree	bd		0.785855	0.729904	0.843984	0.113518	0.0906628	0.140218	0			0.113518			0.680421	0.680421	0.680421
98.tree	tree	bdct		0.78719	0.717323	0.860565	0.109586	0.080743	0.144868	0.0139094	1e-06	0.0639843	7.30176	0.001	500000.0	0.680421	0.680421	0.680421
99.tree	tree	bdct		0.943526	0.873573	1.01594	0.226171	0.167239	0.296727	0.400491	0.318359	0.485382	12.4726	9.52294	16.2518	0.208533	0.208533	0.208533
99.tree	tree	bd		1.11577	1.05318	1.1815	0.52624	0.456481	0.60154	0			0.52624			0.208533	0.208533	0.208533
99.tree	tree	real	650	0.8659781395463781			0.09175916312859317			0.4039211780720423			10.318768136307378			0.208532910174342		
